pid,gametime,fg2_rate,fg3_rate,home_team_name,tid,opp_1,dist_1,is_make,shot_distance
7,7.116666667,53,50,Berlin,1001,122658,4.548375587,TRUE,2.635380552
9,4.8,60,31,Berlin,1001,124648,11.37933235,FALSE,22.85326653
9,4.666666667,60,31,Berlin,1001,131064,10.82636288,TRUE,24.66419624
9,2.05,60,31,Berlin,1001,122667,6.345002909,FALSE,25.98952253
80,4.6,47,12,Berlin,1010,130960,9.255239754,FALSE,23.3005825
80,2.85,47,12,Berlin,1010,90106,0.276857023,TRUE,4.900591048
81,7.95,88,23,Berlin,1010,90103,11.8974862,FALSE,23.16085035
81,4.716666667,88,23,Berlin,1010,94363,9.278875029,FALSE,23.40432878
82,7.5,60,36,Berlin,1010,130960,9.70301982,TRUE,24.44468878
82,6.2,60,36,Berlin,1010,90103,3.42629354,FALSE,22.79878166
82,2.466666667,60,36,Berlin,1010,85296,10.38140934,TRUE,24.33863176
83,5.866666667,60,20,Berlin,1010,130962,13.9088185,FALSE,2.676445649
83,5.85,60,20,Berlin,1010,94363,6.160470581,TRUE,2.259758188
84,3.033333333,61,0,Berlin,1010,85296,1.568739058,FALSE,2.780674002
85,5.95,59,33,Berlin,1010,130962,13.70136135,TRUE,23.46505508
85,4.816666667,59,33,Berlin,1010,78837,2.234081006,FALSE,5.793354056
86,8.133333333,63,28,Berlin,1010,90106,8.127922716,FALSE,24.02568115
86,7.05,63,28,Berlin,1010,90106,8.387141327,FALSE,23.19181055
87,5.866666667,38,41,Berlin,1010,130962,14.2392334,FALSE,14.82260492
87,2.666666667,38,41,Berlin,1010,130964,12.60720221,TRUE,22.93468263
87,1.983333333,38,41,Berlin,1010,90103,6.167443423,TRUE,22.88365674
1,36.46666667,35,29,Berlin,1001,124648,8.698754856,FALSE,14.48799813
1,36.38333333,35,29,Berlin,1001,72151,2.604586121,FALSE,6.853630785
1,28.06666667,35,29,Berlin,1001,131064,2.240064237,FALSE,5.804989093
1,24.01666667,35,29,Berlin,1001,92689,3.657977704,TRUE,3.247033939
3,31.08333333,54,0,Berlin,1001,122658,3.48672419,TRUE,1.267822876
4,35.83333333,57,25,Berlin,1001,122658,7.929556803,FALSE,24.33315955
4,35.21666667,57,25,Berlin,1001,122667,11.48963143,FALSE,25.13939256
4,30.91666667,57,25,Berlin,1001,122658,3.629690132,TRUE,6.440716769
4,25.46666667,57,25,Berlin,1001,131068,3.478448625,FALSE,12.35707731
5,26.86666667,58,0,Berlin,1001,92690,3.142936841,TRUE,2.31025189
6,32.53333333,33,32,Berlin,1001,92689,8.248066996,TRUE,25.76035175
7,28.81666667,56,44,Berlin,1001,72151,8.93933299,TRUE,1.215439418
9,35.63333333,57,30,Berlin,1001,122667,2.717632874,FALSE,9.285222363
88,33.7,64,50,Berlin,1010,94363,12.12248049,TRUE,23.65870322
88,30.8,64,50,Berlin,1010,130960,8.75580533,FALSE,23.05282921
88,26.68333333,64,50,Berlin,1010,85296,13.17967372,FALSE,23.32079875
80,33.28333333,48,10,Berlin,1010,94363,4.026510387,FALSE,9.523372093
80,31.33333333,48,10,Berlin,1010,94363,13.50210121,FALSE,23.19044876
80,27.68333333,48,10,Berlin,1010,94363,2.796711641,TRUE,3.325098564
80,25.58333333,48,10,Berlin,1010,130960,2.217697382,FALSE,7.915421381
80,23.51666667,48,10,Berlin,1010,130960,3.706997872,TRUE,1.402454531
80,21.98333333,48,10,Berlin,1010,90103,5.009328075,FALSE,24.00927522
82,23.08333333,58,35,Berlin,1010,130962,10.24080979,FALSE,26.77326361
83,32.43333333,58,20,Berlin,1010,130960,3.147413283,FALSE,6.933386061
83,28.76666667,58,20,Berlin,1010,85296,12.10732426,TRUE,0.711692771
84,36.43333333,61,0,Berlin,1010,90106,12.65581766,FALSE,22.82099313
84,27.98333333,61,0,Berlin,1010,130960,12.21276638,FALSE,22.88408948
86,31.4,61,25,Berlin,1010,130960,1.982289935,FALSE,5.881320023
86,31.31666667,61,25,Berlin,1010,130962,2.199839306,TRUE,4.643014584
86,31.16666667,61,25,Berlin,1010,130962,9.072605272,FALSE,23.28713562
86,21.35,61,25,Berlin,1010,90103,13.43645141,FALSE,23.50962862
87,35.48333333,42,39,Berlin,1010,130960,6.481363152,TRUE,2.641730249
87,32.65,42,39,Berlin,1010,94363,5.844616411,FALSE,32.46351143
87,31,42,39,Berlin,1010,94363,2.433251083,TRUE,6.935917686
87,29.7,42,39,Berlin,1010,90103,8.467863929,FALSE,24.49344276
87,22.9,42,39,Berlin,1010,130960,0.861212688,TRUE,4.56017405
89,10.35,48,25,Avon,1003,90106,2.743804369,TRUE,6.611961432
89,6.4,48,25,Avon,1003,85296,2.97447005,TRUE,1.710337482
89,4.333333333,48,25,Avon,1003,94363,7.782642792,FALSE,23.58447916
89,2.2,48,25,Avon,1003,90106,4.942861759,FALSE,13.556997
20,10.45,57,0,Avon,1003,85296,3.719872181,TRUE,2.883716523
20,6.05,57,0,Avon,1003,78837,5.283958591,TRUE,2.622154799
20,1.983333333,57,0,Avon,1003,130960,4.733833755,FALSE,10.92979138
21,3.3,67,67,Avon,1003,90106,5.984699122,TRUE,2.786646304
22,10.45,44,34,Avon,1003,90103,3.353076263,FALSE,13.21859556
22,10.28333333,44,34,Avon,1003,90103,5.323452809,TRUE,24.16012202
23,1.666666667,71,17,Avon,1003,78837,6.119927538,TRUE,13.38988662
25,8.533333333,48,36,Avon,1003,90106,4.80346013,FALSE,10.27510115
25,7.916666667,48,36,Avon,1003,94363,11.75858274,FALSE,26.04082093
25,4.833333333,48,36,Avon,1003,90103,6.506065376,FALSE,13.75498577
25,4.3,48,36,Avon,1003,130960,6.396760525,TRUE,24.46104207
25,2.35,48,36,Avon,1003,90103,8.703341956,FALSE,23.9763152
24,8.516666667,57,0,Avon,1003,90106,0.886312717,FALSE,0.93956407
26,10.21666667,41,34,Avon,1003,130959,7.317119108,FALSE,25.79914668
26,7.3,41,34,Avon,1003,130959,5.030068077,TRUE,21.75975176
26,5.616666667,41,34,Avon,1003,78837,4.551179072,TRUE,17.36238166
26,4.733333333,41,34,Avon,1003,130959,3.538178695,FALSE,18.60168955
26,4.6,41,34,Avon,1003,130960,4.113693241,TRUE,3.905887903
26,4.35,41,34,Avon,1003,130959,4.571246305,FALSE,12.04681918
26,3.066666667,41,34,Avon,1003,94363,12.47774881,TRUE,23.71782251
26,2.766666667,41,34,Avon,1003,85296,4.118975392,FALSE,23.28431772
1,10.41666667,36,29,Avon,1001,98247,3.343742573,TRUE,1.648343776
1,4.966666667,36,29,Avon,1001,80340,0.815564297,FALSE,1.701250786
4,6.45,51,26,Avon,1001,62330,5.909638038,FALSE,23.36229056
5,8.7,45,0,Avon,1001,98247,4.152631132,FALSE,8.214223586
5,8.583333333,45,0,Avon,1001,107356,3.424983259,TRUE,5.03724344
6,7.9,33,33,Avon,1001,80338,6.442564883,FALSE,26.47030387
7,10.31666667,50,33,Avon,1001,98247,7.177084027,FALSE,22.88729786
7,10.25,50,33,Avon,1001,129265,3.094679177,FALSE,4.732569339
7,7.8,50,33,Avon,1001,98247,3.905237476,FALSE,7.655280366
7,2.233333333,50,33,Avon,1001,98247,9.770685793,FALSE,23.24491255
7,1.733333333,50,33,Avon,1001,98247,2.404737106,TRUE,2.673916804
8,9.883333333,58,0,Avon,1001,80340,6.755742704,TRUE,10.64113788
8,8.816666667,58,0,Avon,1001,107356,14.31591442,FALSE,23.21183379
8,6.15,58,0,Avon,1001,98247,3.114512661,TRUE,7.679568369
9,6.1,63,32,Avon,1001,129265,8.375834805,FALSE,23.97860647
9,2.383333333,63,32,Avon,1001,80338,5.072239121,FALSE,24.71269509
89,37.81666667,48,23,Avon,1003,85296,7.436112702,FALSE,23.85358069
89,29.58333333,48,23,Avon,1003,90103,3.490779841,TRUE,2.889764542
20,33.95,54,0,Avon,1003,78837,6.312357475,FALSE,15.12798206
20,33.76666667,54,0,Avon,1003,85296,3.450883833,TRUE,2.051682154
20,26.53333333,54,0,Avon,1003,85296,1.610237475,FALSE,5.517114626
20,25.88333333,54,0,Avon,1003,130960,2.878074699,FALSE,10.02301829
20,24.13333333,54,0,Avon,1003,130959,2.269395234,TRUE,2.857506169
21,31.83333333,57,67,Avon,1003,126865,9.844536416,FALSE,17.91143972
22,38.06666667,44,36,Avon,1003,130960,3.944842779,TRUE,0.766144634
22,30.06666667,44,36,Avon,1003,94363,2.693201969,FALSE,11.52717099
22,23.06666667,44,36,Avon,1003,126865,4.828376682,FALSE,23.53016069
23,33.91666667,70,17,Avon,1003,78837,2.928864138,FALSE,9.531775843
24,34.36666667,52,0,Avon,1003,90103,3.46815981,TRUE,1.242819261
24,28.75,52,0,Avon,1003,130959,9.042568812,FALSE,6.630580887
24,28.31666667,52,0,Avon,1003,130960,7.427743506,FALSE,2.672545763
25,36.68333333,48,39,Avon,1003,90106,6.310443937,FALSE,24.55454851
25,36.1,48,39,Avon,1003,90103,9.352896888,TRUE,23.72074184
25,31.65,48,39,Avon,1003,126865,10.19739329,TRUE,24.15129102
26,36.75,42,33,Avon,1003,130960,4.935755276,FALSE,12.3195127
26,28.51666667,42,33,Avon,1003,130959,10.49871107,TRUE,9.385519924
26,26,42,33,Avon,1003,130962,4.809587232,FALSE,24.49018394
26,24.15,42,33,Avon,1003,78837,8.894589595,FALSE,17.77397727
26,22.4,42,33,Avon,1003,130960,7.647922346,TRUE,18.18683044
1,37.96666667,35,30,Avon,1001,62330,6.537900856,FALSE,24.8781511
3,34.13333333,55,0,Avon,1001,80338,2.270343651,TRUE,1.269040617
4,30,51,25,Avon,1001,102144,2.586500731,TRUE,8.618559361
4,26.98333333,51,25,Avon,1001,98247,5.792705586,FALSE,26.24870996
5,31.76666667,46,0,Avon,1001,80338,3.842884739,FALSE,3.935335783
5,29.68333333,46,0,Avon,1001,129265,2.757836323,FALSE,9.274189585
6,32.01666667,29,30,Avon,1001,62330,11.07637094,FALSE,23.7869292
6,24.03333333,29,30,Avon,1001,80340,13.07451788,FALSE,18.4751794
6,22.95,29,30,Avon,1001,62330,9.419522473,FALSE,22.81870826
7,36.88333333,55,43,Avon,1001,98247,7.632833893,TRUE,23.59083228
7,35.73333333,55,43,Avon,1001,129265,3.891430311,TRUE,6.404799683
7,29.16666667,55,43,Avon,1001,80347,2.38349131,TRUE,3.56504142
8,35.95,54,0,Avon,1001,80338,9.695544452,FALSE,16.54117277
8,30.2,54,0,Avon,1001,129265,1.202202925,FALSE,3.353657252
8,28.4,54,0,Avon,1001,80340,8.277361011,FALSE,23.02096392
9,26.86666667,58,32,Avon,1001,80347,4.688830022,TRUE,11.99925013
9,26.16666667,58,32,Avon,1001,80347,4.875249861,FALSE,19.99643531
55,9.65,83,27,Bethany,1007,126865,10.59560421,FALSE,23.06761054
55,4.616666667,83,27,Bethany,1007,130960,14.83713306,FALSE,24.91496531
56,17.18333333,60,0,Bethany,1007,90106,3.493775743,TRUE,4.686584339
58,11.81666667,49,25,Bethany,1007,94363,2.822822991,TRUE,5.591309907
58,9.366666667,49,25,Bethany,1007,130960,7.797537993,TRUE,20.03292214
58,4.216666667,49,25,Bethany,1007,94363,6.403796285,TRUE,21.20199945
58,3.183333333,49,25,Bethany,1007,94363,7.596930783,TRUE,19.97459082
58,2.55,49,25,Bethany,1007,130962,5.686327053,FALSE,19.96576039
57,19.43333333,53,24,Bethany,1007,130959,3.463255699,FALSE,6.632859712
57,6.25,53,24,Bethany,1007,94363,10.12090378,TRUE,24.07112421
59,14.13333333,58,0,Bethany,1007,130960,1.851908493,TRUE,6.297191
60,15.8,45,29,Bethany,1007,130959,9.964915699,FALSE,23.42266331
60,15.08333333,45,29,Bethany,1007,130959,2.31266642,FALSE,8.122348759
60,14.2,45,29,Bethany,1007,130962,9.459541918,FALSE,23.58993523
60,13.2,45,29,Bethany,1007,130960,3.777614797,FALSE,7.987548453
60,12.58333333,45,29,Bethany,1007,78837,6.877268291,FALSE,24.50048301
60,3.3,45,29,Bethany,1007,130960,12.11748574,FALSE,28.24628676
90,18.08333333,57,20,Bethany,1007,130959,3.109781191,TRUE,6.623295241
90,0.533333333,57,20,Bethany,1007,126865,7.205738253,FALSE,24.13894055
1,16.83333333,33,30,Bethany,1001,122342,10.13567451,FALSE,25.17179179
1,8.95,33,30,Bethany,1001,131258,6.852419005,FALSE,19.29654153
2,12.23333333,60,0,Bethany,1001,94387,4.595774159,TRUE,3.798267732
4,10.06666667,44,31,Bethany,1001,94697,3.148849324,TRUE,10.73008239
4,7.916666667,44,31,Bethany,1001,102146,6.837958494,TRUE,4.48556464
4,2.7,44,31,Bethany,1001,102146,9.63066259,FALSE,21.96286853
4,0.116666667,44,31,Bethany,1001,102146,6.139570285,TRUE,12.70968325
5,18.5,45,0,Bethany,1001,131258,2.62874733,TRUE,1.94414617
5,16.75,45,0,Bethany,1001,73530,2.261384271,TRUE,4.480206558
6,15.5,40,35,Bethany,1001,131258,11.91560483,FALSE,23.33539628
7,16.31666667,50,50,Bethany,1001,73530,6.711139261,FALSE,17.87009731
7,14.76666667,50,50,Bethany,1001,100137,11.56566834,TRUE,23.17712189
8,15.95,62,0,Bethany,1001,130531,4.252638172,FALSE,2.338804042
9,17.55,62,37,Bethany,1001,102146,13.8406263,FALSE,26.55268153
9,10.6,62,37,Bethany,1001,94697,5.15597863,FALSE,13.92022716
9,0.883333333,62,37,Bethany,1001,102146,10.92674982,TRUE,22.74653954
55,36.36666667,86,25,Bethany,1007,126865,5.81786557,TRUE,2.914449782
55,24.81666667,86,25,Bethany,1007,90103,6.614394763,FALSE,23.72882335
55,22.73333333,86,25,Bethany,1007,130962,9.290088207,FALSE,28.8018738
57,39.35,51,21,Bethany,1007,90103,10.59709542,FALSE,27.47463038
57,38.01666667,51,21,Bethany,1007,90106,2.423583844,FALSE,5.190518036
57,37.75,51,21,Bethany,1007,90103,9.839423494,FALSE,23.08009263
58,35.41666667,49,23,Bethany,1007,78837,10.97139582,TRUE,5.430591023
58,34.81666667,49,23,Bethany,1007,130960,2.838660427,FALSE,17.83137295
58,32.2,49,23,Bethany,1007,90106,6.32367761,FALSE,19.53735262
58,31.06666667,49,23,Bethany,1007,130962,12.24159663,FALSE,23.24646122
58,29.73333333,49,23,Bethany,1007,90103,1.667393126,TRUE,3.831787971
60,30.4,45,29,Bethany,1007,130962,8.484138691,FALSE,24.94201553
60,29.13333333,45,29,Bethany,1007,126865,6.028653084,FALSE,23.83839831
60,21.21666667,45,29,Bethany,1007,130962,8.790012666,FALSE,23.79068839
60,20.58333333,45,29,Bethany,1007,85296,11.71564398,TRUE,25.76771402
91,32.88333333,50,28,Bethany,1007,90106,12.29753805,FALSE,25.42154317
91,29.8,50,28,Bethany,1007,130960,9.06192121,FALSE,24.8002298
91,26.53333333,50,28,Bethany,1007,130960,6.547558834,FALSE,25.41069884
91,26.48333333,50,28,Bethany,1007,130960,3.698630204,FALSE,8.326632955
91,22.2,50,28,Bethany,1007,90103,9.914775018,FALSE,22.35236677
61,31.73333333,33,42,Bethany,1007,90103,7.23891678,FALSE,2.935506725
61,27.36666667,33,42,Bethany,1007,130962,7.484200835,FALSE,24.84334999
1,39.48333333,34,31,Bethany,1001,131258,7.979448722,FALSE,15.93512634
1,28.1,34,31,Bethany,1001,131258,12.28991015,TRUE,23.29914345
1,25.96666667,34,31,Bethany,1001,102146,6.03201595,TRUE,18.75839859
3,25.16666667,50,0,Bethany,1001,122342,5.748305077,TRUE,3.567564658
3,20.15,50,0,Bethany,1001,122342,6.006159871,FALSE,12.16439954
4,30.65,50,28,Bethany,1001,94697,4.066427473,TRUE,12.07784199
4,30.06666667,50,28,Bethany,1001,122342,2.809596521,TRUE,12.02733302
4,26,50,28,Bethany,1001,131258,8.856547822,FALSE,25.08581712
4,24.15,50,28,Bethany,1001,131258,1.159367343,FALSE,12.36705447
4,22.86666667,50,28,Bethany,1001,94387,4.434695785,TRUE,7.063173064
6,27.58333333,33,35,Bethany,1001,131258,3.895751257,FALSE,6.40093986
7,38.96666667,52,50,Bethany,1001,73530,9.195679497,TRUE,12.06221919
7,32.63333333,52,50,Bethany,1001,122342,3.453858245,TRUE,4.568471627
9,34.45,63,35,Bethany,1001,94387,13.05087059,FALSE,23.61100015
9,33.35,63,35,Bethany,1001,94387,3.787720899,TRUE,5.32647279
1,16.16666667,42,26,Bethel,1001,79757,9.258142165,FALSE,2.879531048
1,14.41666667,42,26,Bethel,1001,57555,4.926682428,FALSE,27.43299767
1,8.783333333,42,26,Bethel,1001,92999,2.264951365,FALSE,3.258851948
1,3.883333333,42,26,Bethel,1001,93000,4.589998345,FALSE,25.85670988
1,0.35,42,26,Bethel,1001,79757,3.117669891,FALSE,6.866349792
2,1.016666667,67,0,Bethel,1001,93000,8.050131129,FALSE,23.93129459
3,5.3,43,0,Bethel,1001,65924,2.087421398,TRUE,0.385257797
3,2.133333333,43,0,Bethel,1001,92999,4.510497591,FALSE,3.845284445
4,18.38333333,32,36,Bethel,1001,74419,10.78712303,FALSE,24.39151415
4,10.71666667,32,36,Bethel,1001,74419,4.113691933,FALSE,24.67537976
4,9.133333333,32,36,Bethel,1001,92997,3.044387943,FALSE,9.613244704
4,5.4,32,36,Bethel,1001,93000,11.2187579,FALSE,23.57890657
4,2.1,32,36,Bethel,1001,79757,1.995835045,TRUE,2.17647078
5,16.7,38,0,Bethel,1001,65924,2.918017164,FALSE,3.309617987
5,10.51666667,38,0,Bethel,1001,65924,2.374575804,TRUE,2.618063039
5,3.333333333,38,0,Bethel,1001,65924,8.56410731,FALSE,20.09133378
6,12.6,33,43,Bethel,1001,65924,3.78003031,TRUE,10.4457726
6,11.91666667,33,43,Bethel,1001,92999,6.498549038,TRUE,23.68110335
6,4.55,33,43,Bethel,1001,65924,8.637711537,TRUE,24.96911707
48,6.216666667,50,0,Bethel,1001,57555,1.124983723,FALSE,6.079255759
7,19.23333333,55,33,Bethel,1001,57555,8.098956056,FALSE,22.86665858
7,17.76666667,55,33,Bethel,1001,65924,4.973775081,TRUE,7.493376074
7,15.88333333,55,33,Bethel,1001,57555,8.871520579,TRUE,23.03988922
8,13.01666667,65,0,Bethel,1001,92999,6.129337079,FALSE,23.09281199
8,6.266666667,65,0,Bethel,1001,74424,5.414341336,FALSE,8.634488383
9,8.683333333,60,31,Bethel,1001,74419,6.850048229,TRUE,26.89351437
9,3.85,60,31,Bethel,1001,74424,5.241537999,FALSE,3.301001151
64,19.76666667,22,25,Bethel,1008,90103,8.734949845,TRUE,26.27195475
64,16.3,22,25,Bethel,1008,90106,2.634522691,FALSE,5.195683287
64,4.133333333,22,25,Bethel,1008,78837,3.764077291,FALSE,15.00044144
92,9.7,45,0,Bethel,1008,130959,2.282903623,FALSE,5.419584233
92,9.65,45,0,Bethel,1008,90106,2.993897281,TRUE,2.583596403
92,8.95,45,0,Bethel,1008,130960,1.579750863,FALSE,4.287324837
65,13.6,67,42,Bethel,1008,126865,7.072030033,FALSE,25.32982248
65,11.65,67,42,Bethel,1008,130960,11.90917353,FALSE,24.33416545
65,6.866666667,67,42,Bethel,1008,130959,11.8003934,FALSE,23.44986099
71,18.55,38,0,Bethel,1008,90106,5.637796831,FALSE,9.018728401
71,14.86666667,38,0,Bethel,1008,90103,3.026572677,TRUE,7.0375884
71,0.816666667,38,0,Bethel,1008,94363,5.164543433,FALSE,11.15477108
67,13.16666667,29,20,Bethel,1008,130960,11.49778324,FALSE,23.70819251
68,15.01666667,49,25,Bethel,1008,94363,11.17089212,FALSE,24.16746203
68,14.21666667,49,25,Bethel,1008,94363,2.184608356,FALSE,12.6373877
68,10.26666667,49,25,Bethel,1008,130959,8.550874257,FALSE,18.00573833
68,8.216666667,49,25,Bethel,1008,130959,5.130885526,TRUE,19.62120756
68,3.566666667,49,25,Bethel,1008,94363,2.519952101,FALSE,6.588372755
70,19.01666667,33,31,Bethel,1008,130960,2.515009429,FALSE,6.011359323
70,17.21666667,33,31,Bethel,1008,130960,8.393876381,TRUE,25.86053177
70,0.883333333,33,31,Bethel,1008,130960,6.747111872,FALSE,24.32794627
70,0.033333333,33,31,Bethel,1008,126865,3.769412461,FALSE,9.457688115
1,37.11666667,34,33,Bethel,1001,93000,3.555142506,FALSE,9.532471445
1,31.61666667,34,33,Bethel,1001,57555,1.687723538,FALSE,14.98816986
1,30.16666667,34,33,Bethel,1001,92999,12.10827594,TRUE,27.06039636
1,27.85,34,33,Bethel,1001,92999,7.478192426,TRUE,27.42726434
1,20.86666667,34,33,Bethel,1001,92999,2.119811125,FALSE,14.73018462
3,24.38333333,50,0,Bethel,1001,92835,1.968208702,TRUE,7.694017492
4,39.81666667,33,29,Bethel,1001,57555,4.081607587,TRUE,11.06175966
4,38.95,33,29,Bethel,1001,74419,8.701681453,FALSE,24.89019856
4,38.71666667,33,29,Bethel,1001,65924,2.477112417,FALSE,10.35839127
4,30.93333333,33,29,Bethel,1001,57555,3.767862983,FALSE,24.72605626
6,35.1,40,38,Bethel,1001,57555,11.9479112,FALSE,24.47293068
6,33.88333333,40,38,Bethel,1001,74419,2.154410495,TRUE,6.678347868
6,21.78333333,40,38,Bethel,1001,74419,8.903966447,FALSE,23.43766791
9,29.36666667,67,35,Bethel,1001,92999,9.404786381,TRUE,17.42155852
9,26.26666667,67,35,Bethel,1001,92835,8.659310274,TRUE,22.91628037
64,27.08333333,26,23,Bethel,1008,90103,5.695647852,FALSE,24.46616561
64,24.98333333,26,23,Bethel,1008,90103,3.434143164,TRUE,11.11169023
64,21.33333333,26,23,Bethel,1008,78837,3.829202718,FALSE,13.17432444
93,35.66666667,25,0,Bethel,1008,130962,2.639675868,FALSE,6.562504259
93,34.83333333,25,0,Bethel,1008,94363,2.743790638,TRUE,6.106545801
65,32.95,67,37,Bethel,1008,78837,10.27797581,FALSE,23.47769104
65,22.33333333,67,37,Bethel,1008,130960,7.798809951,FALSE,26.7301711
65,20.66666667,67,37,Bethel,1008,90103,8.612595567,FALSE,23.66138646
71,32.13333333,39,0,Bethel,1008,130964,4.672109689,TRUE,0.825605639
71,24.18333333,39,0,Bethel,1008,130962,5.326872899,TRUE,2.217355174
67,37.45,44,33,Bethel,1008,130960,9.767541718,TRUE,24.2554942
67,34.23333333,44,33,Bethel,1008,78837,1.478985787,TRUE,5.383302608
67,33.73333333,44,33,Bethel,1008,90103,7.597316163,TRUE,21.41232981
67,20.55,44,33,Bethel,1008,78837,8.563247573,TRUE,26.29696738
68,29.05,46,29,Bethel,1008,130962,3.752684396,FALSE,10.56112384
68,27.45,46,29,Bethel,1008,90106,4.007667931,FALSE,7.16341719
68,22.93333333,46,29,Bethel,1008,78837,3.820323701,TRUE,22.87653532
70,36.91666667,33,31,Bethel,1008,130960,10.99826094,FALSE,23.59329056
69,39.43333333,48,0,Bethel,1008,85296,8.240699465,TRUE,7.350026245
69,32.16666667,48,0,Bethel,1008,130959,2.458715432,FALSE,6.786709177
69,31.41666667,48,0,Bethel,1008,130959,1.862419333,FALSE,4.615891205
1,7.666666667,55,31,Avon,1001,124648,5.054181672,FALSE,25.77651093
1,6.966666667,55,31,Avon,1001,92690,3.66189513,TRUE,17.27192259
1,4.35,55,31,Avon,1001,92690,4.418074698,FALSE,26.9413124
1,1.2,55,31,Avon,1001,131064,1.559921257,FALSE,2.844399352
3,1.283333333,0,0,Avon,1001,122658,3.221140007,FALSE,9.089358057
2,6.766666667,100,0,Avon,1001,72151,3.983074883,TRUE,1.833296873
2,5.75,100,0,Avon,1001,131064,5.9630059,TRUE,11.42655296
4,7.366666667,38,57,Avon,1001,124648,5.228844861,FALSE,29.72113843
4,5.283333333,38,57,Avon,1001,72151,7.11877643,TRUE,24.61400133
5,5.333333333,30,0,Avon,1001,76905,3.215639974,FALSE,7.13807044
6,5.433333333,0,33,Avon,1001,76905,12.72491124,FALSE,24.79748748
6,2.116666667,0,33,Avon,1001,72151,10.75545823,TRUE,28.53537877
6,1.116666667,0,33,Avon,1001,131064,11.02536277,TRUE,23.15136852
6,0.816666667,0,33,Avon,1001,92690,12.14367593,FALSE,25.14855884
8,6.65,73,0,Avon,1001,92690,4.725727448,TRUE,2.704552648
8,5.916666667,73,0,Avon,1001,92689,1.420266504,TRUE,5.239348427
8,2.183333333,73,0,Avon,1001,92690,3.311700438,FALSE,16.97950936
9,3.483333333,63,27,Avon,1001,131064,7.834681641,TRUE,17.32374393
9,0.983333333,63,27,Avon,1001,72151,4.212972876,TRUE,2.63917018
9,0.833333333,63,27,Avon,1001,72151,7.214196396,FALSE,23.84408203
9,0.633333333,63,27,Avon,1001,92690,9.908963494,FALSE,25.48882569
80,2.683333333,38,20,Avon,1010,90103,2.355752783,TRUE,11.04550273
81,6.016666667,85,25,Avon,1010,130962,3.943581963,TRUE,2.1786581
82,5.85,54,37,Avon,1010,78837,10.42568412,TRUE,22.48584866
82,5.7,54,37,Avon,1010,126865,6.269138409,TRUE,24.03550639
82,2.466666667,54,37,Avon,1010,130960,10.85614538,FALSE,29.0398602
85,5.633333333,80,0,Avon,1010,78837,13.05164337,FALSE,22.52440386
85,3.533333333,80,0,Avon,1010,130960,2.366559291,FALSE,4.74409464
85,2.283333333,80,0,Avon,1010,90103,9.770247325,TRUE,3.430436326
85,0.9,80,0,Avon,1010,90103,2.685292883,TRUE,4.495361426
84,7.95,67,0,Avon,1010,130959,2.169625222,TRUE,2.195884619
84,0.45,67,0,Avon,1010,126865,3.034761039,TRUE,2.736503783
86,7.633333333,65,33,Avon,1010,90106,3.067980128,TRUE,5.12824783
86,6.916666667,65,33,Avon,1010,90103,4.866326321,FALSE,12.66985521
86,4.433333333,65,33,Avon,1010,90106,9.770004396,FALSE,23.63401092
87,7.766666667,39,53,Avon,1010,90103,7.491936606,TRUE,22.82250878
87,3.883333333,39,53,Avon,1010,130960,6.24890563,FALSE,16.47198286
1,35.98333333,50,29,Avon,1001,122658,2.699563193,FALSE,4.012676559
1,30.46666667,50,29,Avon,1001,131064,2.31328071,FALSE,7.370669019
1,29.53333333,50,29,Avon,1001,122658,3.106089245,FALSE,5.003022829
1,25.55,50,29,Avon,1001,92690,3.590030593,FALSE,12.40656186
1,24.06666667,50,29,Avon,1001,92690,11.76330621,FALSE,25.22485307
2,34.43333333,67,0,Avon,1001,122658,3.090371908,FALSE,2.06862881
3,34.78333333,40,0,Avon,1001,92690,2.624512054,TRUE,2.680223398
3,34.61666667,40,0,Avon,1001,122658,2.843411491,TRUE,4.906403805
4,26.81666667,31,50,Avon,1001,131064,2.908884218,FALSE,15.66868904
4,24.36666667,31,50,Avon,1001,124648,3.246243216,FALSE,10.4966424
5,27.26666667,27,0,Avon,1001,72151,2.323532026,FALSE,2.669563684
7,36.26666667,53,0,Avon,1001,72151,5.957550152,FALSE,12.06179264
7,32.6,53,0,Avon,1001,72151,5.255067996,FALSE,6.664894636
7,32.58333333,53,0,Avon,1001,131066,3.16264978,TRUE,4.816802763
7,29.95,53,0,Avon,1001,122658,4.53679438,FALSE,4.127687899
7,26.78333333,53,0,Avon,1001,92689,4.330943672,TRUE,3.991763122
8,34.43333333,67,0,Avon,1001,124648,2.682282841,FALSE,7.141737606
8,27.38333333,67,0,Avon,1001,122658,3.66788668,TRUE,6.884163986
8,26.78333333,67,0,Avon,1001,92690,2.48833925,FALSE,2.051700516
9,30.6,67,21,Avon,1001,131064,7.681205999,FALSE,28.30240734
9,29.03333333,67,21,Avon,1001,72151,13.53757119,FALSE,23.31153205
9,27.25,67,21,Avon,1001,131064,5.098524586,FALSE,25.0836686
80,36.1,47,18,Avon,1010,90103,2.475001853,TRUE,5.029121076
80,33.25,47,18,Avon,1010,78837,2.535146911,TRUE,18.23965877
80,29.13333333,47,18,Avon,1010,94363,1.856068358,FALSE,2.917980276
80,27.31666667,47,18,Avon,1010,90103,4.519041211,FALSE,24.23602231
